Alias,Category,MovieNominee,Movie,Nominee,Seen,Critic,color
Polygon,Best Picture,Oppenheimer,Oppenheimer,NA,NA - Critics' Pick,True,#3e3222ff
The_pervy_sage,Sound,The Creator,The Creator,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#6b7b92ff
The_pervy_sage,Music (Original Song),What Was I Made For? - Barbie,Barbie,What Was I Made For?,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#EF4397
The_pervy_sage,Writing (Adapted Screenplay),Barbie,Barbie,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#EF4397
The_pervy_sage,Writing (Original Screenplay),May December,May December,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#f93b42ff
The_pervy_sage,Makeup and Hairstyling,Maestro,Maestro,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#ffee02
The_pervy_sage,Production Design,Barbie,Barbie,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#EF4397
The_pervy_sage,Visual Effects,The Creator,The Creator,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#6b7b92ff
The_pervy_sage,Cinematography,Killers of the Flower Moon,Killers of the Flower Moon,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#833014ff
The_pervy_sage,Animated Short Film,Letter to a Pig,Letter to a Pig,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#c28a7dff
The_pervy_sage,Animated Feature Film,Spider-Man: Across the Spider-verse,Spider-Man: Across the Spider-verse,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#444b9fff
The_pervy_sage,Documentary Short Film,The Barber of Little Rock,The Barber of Little Rock,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#69534cff
The_pervy_sage,Documentary Feature Film,To Kill A Tiger,To Kill A Tiger,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#88580dff
The_pervy_sage,Live Action Short Film,Invincible,Invincible,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#30c3e7ff
The_pervy_sage,Actor in a Supporting Role,Ryan Gosling - Barbie,Barbie,Ryan Gosling,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#EF4397
The_pervy_sage,Actor in a Leading Role,Cillian Murphy - Oppenheimer,Oppenheimer,Cillian Murphy,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#3e3222ff
The_pervy_sage,Actress in a Supporting Role,America Ferrera - Barbie,Barbie,America Ferrera,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#EF4397
The_pervy_sage,Actress in a Leading Role,Lilly Gladstone - Killers of the Flower Moon,Killers of the Flower Moon,Lilly Gladstone,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#833014ff
The_pervy_sage,Directing,Martin Scorsese - Killers of the Flower Moon,Killers of the Flower Moon,Martin Scorsese,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#833014ff
The_pervy_sage,Best Picture,Oppenheimer,Oppenheimer,NA,"Barbie, Indiana Jones and the Dial of Destiny, Mission Impossible - Dead Reckoning Part One, Spider-Man: Across the Spider-verse, The Creator",False,#3e3222ff
NH,Music (Original Song),I'm Just Ken - Barbie,Barbie,I'm Just Ken,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#EF4397
NH,Writing (Adapted Screenplay),Barbie,Barbie,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#EF4397
NH,Makeup and Hairstyling,Poor Things,Poor Things,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#83b2cbff
NH,Production Design,Barbie,Barbie,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#EF4397
NH,Cinematography,Killers of the Flower Moon,Killers of the Flower Moon,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#833014ff
NH,Animated Short Film,War is Over! Inspired by the Music of John and Yoko,War is Over! Inspired by the Music of John and Yoko,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#844619ff
NH,Animated Feature Film,The Boy And The Heron,The Boy And The Heron,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#3c5b67ff
NH,Documentary Short Film,The Barber of Little Rock,The Barber of Little Rock,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#69534cff
NH,Documentary Feature Film,To Kill A Tiger,To Kill A Tiger,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#88580dff
NH,Live Action Short Film,Knight of Fortune,Knight of Fortune,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#345759ff
NH,Actor in a Supporting Role,Robert De Niro - Killers of the Flower Moon,Killers of the Flower Moon,Robert De Niro,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#833014ff
NH,Actor in a Leading Role,Cillian Murphy - Oppenheimer,Oppenheimer,Cillian Murphy,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#3e3222ff
NH,Actress in a Supporting Role,Emily Blunt - Oppenheimer,Oppenheimer,Emily Blunt,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#3e3222ff
NH,Actress in a Leading Role,Emma Stone - Poor Things,Poor Things,Emma Stone,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#83b2cbff
NH,Directing,Martin Scorsese - Killers of the Flower Moon,Killers of the Flower Moon,Martin Scorsese,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#833014ff
NH,Best Picture,Barbie,Barbie,NA,"Barbie, Elemental, Guardian's of the Galaxy Vol. 3, Poor Things, The Boy and the Heron, To Kill a Tiger",False,#EF4397
Zeb,Sound,Maestro,Maestro,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#ffee02
Zeb,Music (Original Song),What Was I Made For? - Barbie,Barbie,What Was I Made For?,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#EF4397
Zeb,Writing (Adapted Screenplay),Barbie,Barbie,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#EF4397
Zeb,Writing (Original Screenplay),The Holdovers,The Holdovers,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#c22b07
Zeb,Makeup and Hairstyling,Poor Things,Poor Things,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#83b2cbff
Zeb,Production Design,Barbie,Barbie,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#EF4397
Zeb,Visual Effects,The Creator,The Creator,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#6b7b92ff
Zeb,Cinematography,Oppenheimer,Oppenheimer,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#3e3222ff
Zeb,Animated Short Film,War is Over! Inspired by the Music of John and Yoko,War is Over! Inspired by the Music of John and Yoko,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#844619ff
Zeb,Animated Feature Film,The Boy And The Heron,The Boy And The Heron,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#3c5b67ff
Zeb,Documentary Short Film,NǍI NAI & WÀI PÓ,NǍI NAI & WÀI PÓ,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#8e212dff
Zeb,Documentary Feature Film,To Kill A Tiger,To Kill A Tiger,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#88580dff
Zeb,Live Action Short Film,Invincible,Invincible,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#30c3e7ff
Zeb,Actor in a Supporting Role,Sterling K. Brown - American Fiction,American Fiction,Sterling K. Brown,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#607292ff
Zeb,Actor in a Leading Role,Paul Giamatti - The Holdovers,The Holdovers,Paul Giamatti,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#c22b07
Zeb,Actress in a Supporting Role,Da'Vine Joy Randolph - The Holdovers,The Holdovers,Da'Vine Joy Randolph,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#c22b07
Zeb,Actress in a Leading Role,Lilly Gladstone - Killers of the Flower Moon,Killers of the Flower Moon,Lilly Gladstone,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#833014ff
Zeb,Directing,Yorgos Lanthimos - Poor Things,Poor Things,Yorgos Lanthimos,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#83b2cbff
Zeb,Best Picture,Oppenheimer,Oppenheimer,NA,"American Fiction, American Symphony, Barbie, Killers of the Flower Moon, Maestro, Oppenheimer, Poor Things, The Holdovers",False,#3e3222ff
Megatron,Sound,Oppenheimer,Oppenheimer,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#3e3222ff
Megatron,Music (Original Song),I'm Just Ken - Barbie,Barbie,I'm Just Ken,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#EF4397
Megatron,Writing (Adapted Screenplay),Oppenheimer,Oppenheimer,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#3e3222ff
Megatron,Writing (Original Screenplay),Anatomy of a Fall,Anatomy of a Fall,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#384377ff
Megatron,Makeup and Hairstyling,Poor Things,Poor Things,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#83b2cbff
Megatron,Production Design,Oppenheimer,Oppenheimer,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#3e3222ff
Megatron,Visual Effects,Godzilla Minus One,Godzilla Minus One,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#a09e9eff
Megatron,Cinematography,Oppenheimer,Oppenheimer,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#3e3222ff
Megatron,Animated Short Film,War is Over! Inspired by the Music of John and Yoko,War is Over! Inspired by the Music of John and Yoko,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#844619ff
Megatron,Animated Feature Film,Spider-Man: Across the Spider-verse,Spider-Man: Across the Spider-verse,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#444b9fff
Megatron,Documentary Short Film,Island In Between,Island In Between,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#785f42ff
Megatron,Documentary Feature Film,The Eternal Memory,The Eternal Memory,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#90adb4ff
Megatron,Live Action Short Film,Knight of Fortune,Knight of Fortune,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#345759ff
Megatron,Actor in a Supporting Role,Ryan Gosling - Barbie,Barbie,Ryan Gosling,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#EF4397
Megatron,Actor in a Leading Role,Cillian Murphy - Oppenheimer,Oppenheimer,Cillian Murphy,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#3e3222ff
Megatron,Actress in a Supporting Role,America Ferrera - Barbie,Barbie,America Ferrera,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#EF4397
Megatron,Actress in a Leading Role,Emma Stone - Poor Things,Poor Things,Emma Stone,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#83b2cbff
Megatron,Directing,Christopher Nolan - Oppenheimer,Oppenheimer,Christopher Nolan,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#3e3222ff
Megatron,Best Picture,Poor Things,Poor Things,NA,"Barbie, Godzilla Minus One, Oppenheimer, Spider-Man: Across the Spider-verse",False,#83b2cbff
DashboardAliasFinal[FINAL].xlsx,Sound,Maestro,Maestro,NA,"Barbie, Killers of the Flower Moon",False,#ffee02
DashboardAliasFinal[FINAL].xlsx,Music (Original Song),I'm Just Ken - Barbie,Barbie,I'm Just Ken,"Barbie, Killers of the Flower Moon",False,#EF4397
DashboardAliasFinal[FINAL].xlsx,Writing (Adapted Screenplay),Oppenheimer,Oppenheimer,NA,"Barbie, Killers of the Flower Moon",False,#3e3222ff
DashboardAliasFinal[FINAL].xlsx,Writing (Original Screenplay),Anatomy of a Fall,Anatomy of a Fall,NA,"Barbie, Killers of the Flower Moon",False,#384377ff
DashboardAliasFinal[FINAL].xlsx,Makeup and Hairstyling,Poor Things,Poor Things,NA,"Barbie, Killers of the Flower Moon",False,#83b2cbff
DashboardAliasFinal[FINAL].xlsx,Production Design,Barbie,Barbie,NA,"Barbie, Killers of the Flower Moon",False,#EF4397
DashboardAliasFinal[FINAL].xlsx,Cinematography,Poor Things,Poor Things,NA,"Barbie, Killers of the Flower Moon",False,#83b2cbff
DashboardAliasFinal[FINAL].xlsx,Animated Short Film,Letter to a Pig,Letter to a Pig,NA,"Barbie, Killers of the Flower Moon",False,#c28a7dff
DashboardAliasFinal[FINAL].xlsx,Animated Feature Film,Robot Dreams,Robot Dreams,NA,"Barbie, Killers of the Flower Moon",False,#c6a8a9ff
DashboardAliasFinal[FINAL].xlsx,Documentary Short Film,The ABCs of Book Banning,The ABCs of Book Banning,NA,"Barbie, Killers of the Flower Moon",False,#1392a9ff
DashboardAliasFinal[FINAL].xlsx,Documentary Feature Film,20 Days In Mariupol,20 Days In Mariupol,NA,"Barbie, Killers of the Flower Moon",False,#766c6cff
DashboardAliasFinal[FINAL].xlsx,Live Action Short Film,Knight of Fortune,Knight of Fortune,NA,"Barbie, Killers of the Flower Moon",False,#345759ff
DashboardAliasFinal[FINAL].xlsx,Actor in a Supporting Role,Sterling K. Brown - American Fiction,American Fiction,Sterling K. Brown,"Barbie, Killers of the Flower Moon",False,#607292ff
DashboardAliasFinal[FINAL].xlsx,Actor in a Leading Role,Bradley Cooper - Maestro,Maestro,Bradley Cooper,"Barbie, Killers of the Flower Moon",False,#ffee02
DashboardAliasFinal[FINAL].xlsx,Actress in a Supporting Role,America Ferrera - Barbie,Barbie,America Ferrera,"Barbie, Killers of the Flower Moon",False,#EF4397
DashboardAliasFinal[FINAL].xlsx,Actress in a Leading Role,Lilly Gladstone - Killers of the Flower Moon,Killers of the Flower Moon,Lilly Gladstone,"Barbie, Killers of the Flower Moon",False,#833014ff
DashboardAliasFinal[FINAL].xlsx,Directing,Martin Scorsese - Killers of the Flower Moon,Killers of the Flower Moon,Martin Scorsese,"Barbie, Killers of the Flower Moon",False,#833014ff
DashboardAliasFinal[FINAL].xlsx,Best Picture,Killers of the Flower Moon,Killers of the Flower Moon,NA,"Barbie, Killers of the Flower Moon",False,#833014ff
HKB,Music (Original Song),What Was I Made For? - Barbie,Barbie,What Was I Made For?,"Barbie, Nimona",False,#EF4397
HKB,Writing (Adapted Screenplay),Barbie,Barbie,NA,"Barbie, Nimona",False,#EF4397
HKB,Production Design,Barbie,Barbie,NA,"Barbie, Nimona",False,#EF4397
HKB,Animated Feature Film,Nimona,Nimona,NA,"Barbie, Nimona",False,#f153f1ff
HKB,Actor in a Supporting Role,Ryan Gosling - Barbie,Barbie,Ryan Gosling,"Barbie, Nimona",False,#EF4397
HKB,Actress in a Supporting Role,America Ferrera - Barbie,Barbie,America Ferrera,"Barbie, Nimona",False,#EF4397
HKB,Best Picture,Barbie,Barbie,NA,"Barbie, Nimona",False,#EF4397
Kira,Sound,The Zone of Interest,The Zone of Interest,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,black
Kira,Music (Original Song),What Was I Made For? - Barbie,Barbie,What Was I Made For?,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#EF4397
Kira,Writing (Adapted Screenplay),Oppenheimer,Oppenheimer,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3e3222ff
Kira,Writing (Original Screenplay),Anatomy of a Fall,Anatomy of a Fall,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#384377ff
Kira,Makeup and Hairstyling,Maestro,Maestro,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#ffee02
Kira,Production Design,Barbie,Barbie,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#EF4397
Kira,Visual Effects,Guardian's of the Galaxy Vol. 3,Guardian's of the Galaxy Vol. 3,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#58259dff
Kira,Cinematography,Oppenheimer,Oppenheimer,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3e3222ff
Kira,Animated Short Film,Letter to a Pig,Letter to a Pig,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#c28a7dff
Kira,Animated Feature Film,The Boy And The Heron,The Boy And The Heron,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3c5b67ff
Kira,Documentary Short Film,The Last Repair Shop,The Last Repair Shop,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#f6c040ff
Kira,Documentary Feature Film,To Kill A Tiger,To Kill A Tiger,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#88580dff
Kira,Live Action Short Film,Knight of Fortune,Knight of Fortune,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#345759ff
Kira,Actor in a Supporting Role,Sterling K. Brown - American Fiction,American Fiction,Sterling K. Brown,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#607292ff
Kira,Actor in a Leading Role,Cillian Murphy - Oppenheimer,Oppenheimer,Cillian Murphy,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3e3222ff
Kira,Actress in a Supporting Role,Emily Blunt - Oppenheimer,Oppenheimer,Emily Blunt,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3e3222ff
Kira,Actress in a Leading Role,Sandra Hüller - Anatomy of a Fall,Anatomy of a Fall,Sandra Hüller,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#384377ff
Kira,Directing,Christopher Nolan - Oppenheimer,Oppenheimer,Christopher Nolan,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3e3222ff
Kira,Best Picture,Oppenheimer,Oppenheimer,NA,"Anatomy of a Fall, Barbie, Killers of the Flower Moon, May December, Nyad, Oppenheimer, Past Lives, Poor Things, Society of the Snow, The Zone of Interest",False,#3e3222ff
Lil,Sound,Oppenheimer,Oppenheimer,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#3e3222ff
Lil,Music (Original Song),What Was I Made For? - Barbie,Barbie,What Was I Made For?,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#EF4397
Lil,Writing (Adapted Screenplay),Poor Things,Poor Things,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#83b2cbff
Lil,Writing (Original Screenplay),Anatomy of a Fall,Anatomy of a Fall,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#384377ff
Lil,Makeup and Hairstyling,Society of the Snow,Society of the Snow,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#c8d9cfff
Lil,Production Design,Poor Things,Poor Things,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#83b2cbff
Lil,Cinematography,Poor Things,Poor Things,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#83b2cbff
Lil,Animated Short Film,War is Over! Inspired by the Music of John and Yoko,War is Over! Inspired by the Music of John and Yoko,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#844619ff
Lil,Animated Feature Film,The Boy And The Heron,The Boy And The Heron,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#3c5b67ff
Lil,Documentary Short Film,The ABCs of Book Banning,The ABCs of Book Banning,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#1392a9ff
Lil,Documentary Feature Film,Four Daughters,Four Daughters,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#053a49ff
Lil,Live Action Short Film,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar,NA,"American Fiction, Anatomy of a Fall, Barbie, Guardian's of the Galaxy Vol. 3, Killers of the Flower Moon, Mission Impossible - Dead Reckoning Part One, Oppenheimer, Poor Things, Spider-Man: Across the Spider-verse, The ABC's of Book Banning, The Boy and the Heron, The Color Purple, The Holdovers",False,#0386a3ff
